,user,activity,XAVG,YAVG,ZAVG,XSTANDDEV,YSTANDDEV,ZSTANDDEV,XABSOLVDEV,YABSOLVDEV,ZABSOLVDEV,XPEAK,YPEAK,ZPEAK
0,33,Upstairs,0.99326386735,9.254072863500001,1.49994078647,1.4821892540960788,3.3342904823899167,3.3342904823899167,1.118189690874,2.6770616242150003,1.5084705236063,255987600.0,255987600.0,255987600.0
0,33,Upstairs,1.1202055093,9.293776218,1.4182187076500004,1.5504169509584198,3.4028274215314407,3.4028274215314407,1.174756356514,2.6750764609799997,1.5414658257215001,1095001250.0,1095001250.0,1095001250.0
0,33,Upstairs,1.2583158339,9.3792438895,1.3369052289999999,1.6043927663958069,3.3371165049079567,3.3371165049079567,1.2424535694560002,2.6766979644499997,1.3996991205400002,-1757431000.0,-1757431000.0,-1757431000.0
0,33,Upstairs,1.4137240011,9.266944117,1.4481834733699999,1.632145697325319,3.422582908220938,3.422582908220938,1.2575231179439998,2.7358000261899997,1.382907954641,850006000.0,850006000.0,850006000.0
0,33,Upstairs,1.6173481973,9.318088514,1.35454359179,1.6585360670072833,3.383826284802888,3.383826284802888,1.3078564325650002,2.72026125712,1.3748719641575002,3234993000.0,3234993000.0,3234993000.0
0,33,Upstairs,1.735027995,9.151511627,1.2990406779199999,1.7927783663295884,3.4221303466425295,3.4221303466425295,1.402963916,2.76540727435,1.3913866367807999,-3640007000.0,-3640007000.0,-3640007000.0
0,33,Upstairs,1.8659195314500001,9.0705386765,1.40132949205,1.8699307381327102,3.421401677315794,3.421401677315794,1.47556036855,2.73130740262,1.4209911481214998,-162498500.0,-162498500.0,-162498500.0
0,33,Upstairs,1.9618748833999995,9.0874279065,1.41283867838,1.8672768084182247,3.4014722025608743,3.4014722025608743,1.4709812120980001,2.7404786738249998,1.3090965750798,-162498500.0,-162498500.0,-162498500.0
0,33,Downstairs,0.035004298970000104,8.912610741000002,1.75831879215,2.696154207338001,3.2803747054818775,3.2803747054818775,1.7869841857216,2.60194952515,1.8371935427714998,107498250.0,107498250.0,107498250.0
0,33,Downstairs,-0.78684749273,9.1344181255,2.09215350975,1.6576953791553943,3.6402243715186264,3.6402243715186264,1.2914391472881,2.90683010458,1.509618045225,-1174995250.0,-1174995250.0,-1174995250.0
0,33,Downstairs,-0.8702721200299999,9.1599562665,2.0821425484700002,1.7638215601317901,3.7050171447261464,3.7050171447261464,1.3523963323678998,2.9934527784750005,1.5195990308923002,-1097496000.0,-1097496000.0,-1097496000.0
0,33,Downstairs,-0.9098392291999999,9.063524222,2.07526427562,1.7686992667473342,3.7540557370144936,3.7540557370144936,1.384699026356,3.0423988690800003,1.5142809731858,-1174995250.0,-1174995250.0,-1174995250.0
0,33,Downstairs,-1.02397773972,8.9742428475,2.11203921267,1.709141953492894,3.7228130897428744,3.7228130897428744,1.3087192801023997,3.0096262815750006,1.4866548222169,1724991000.0,1724991000.0,1724991000.0
0,33,Downstairs,-1.20315341637,9.095940628,2.13233353542,1.736402366046684,3.707578875954773,3.707578875954773,1.3226958044485,3.0262342199199996,1.4961420792884002,3037506250.0,3037506250.0,3037506250.0
0,33,Downstairs,-1.30373968322,9.070674888000001,2.1582803081,1.7987071221798958,3.7031193234559825,3.7031193234559825,1.4002916041088,2.9801429485600006,1.468450559305,2015022250.0,2015022250.0,2015022250.0
0,33,Downstairs,-1.3339087551,9.1317621285,2.15112962055,1.8065197446286527,3.6763997764270706,3.6763997764270706,1.4253932296549998,2.96768303178,1.520762225861,-647499000.0,-647499000.0,-647499000.0
0,33,Upstairs,-1.4759689891099999,8.7924111617,2.22849319063,1.7449065221696332,3.3841346961827425,3.3841346961827425,1.3729405879298,2.665272512853,1.5765797683715999,27511500.0,27511500.0,27511500.0
0,33,Upstairs,-1.80095048566,8.7503924162,2.4134575077800005,1.7344664776979977,3.439229127509084,3.439229127509084,1.3641833856154,2.73091375461,1.5262375922428,-3360008250.0,-3360008250.0,-3360008250.0
0,33,Upstairs,-1.9598999394099998,8.5928731027,2.3070825888499997,1.7833807350259907,3.5481721545092997,3.5481721545092997,1.4161334322602,2.816452264354,1.603079507474,-924005200.0,-924005200.0,-924005200.0
0,33,Upstairs,-2.0555147804800002,8.6530750347,2.3793385336200004,1.8486438157882639,3.6205189093370977,3.6205189093370977,1.4634328148352,2.896351954606,1.6680145124402,2631964000.0,2631964000.0,2631964000.0
0,33,Upstairs,-2.0352885628500004,8.432152989999999,2.44846179792,1.7663498849372328,3.608925752742033,3.608925752742033,1.4041461654910001,2.9322681248999998,1.6277725066848001,1039953600.0,1039953600.0,1039953600.0
0,33,Upstairs,-1.9695022839,8.4612324258,2.28753738907,1.85029369358722,3.763907929073948,3.763907929073948,1.4672111005580002,2.996127777716,1.6043816123997998,-2842506250.0,-2842506250.0,-2842506250.0
0,33,Upstairs,-2.0200337772499997,8.5888550993,2.4048085879500003,1.8779181583558937,3.8593094717753407,3.8593094717753407,1.4771539572,3.0764769446719997,1.4904092630015002,332496750.0,332496750.0,332496750.0
0,33,Downstairs,-0.28350753772000004,9.240929194,2.1609362792500004,1.9002588924400072,3.8165434987021616,3.8165434987021616,1.5350962737168,3.08965049928,1.6927810886374999,1396002200.0,1396002200.0,1396002200.0
0,33,Downstairs,-0.34261985152,9.182906517000001,2.14472805295,1.8931833321115512,3.8446388525775017,3.8446388525775017,1.5161585439888001,3.11981890055,1.7562818649335,1396002200.0,1396002200.0,1396002200.0
0,33,Downstairs,-0.5288781042499999,9.206674057499999,2.3121221223,1.9809232004584558,3.909047268464299,3.909047268464299,1.5564693202675,3.2186788444000003,1.813014009822,932487500.0,932487500.0,932487500.0
0,33,Downstairs,-0.6950463486799999,9.2189323995,2.2540994442,2.0011336417399956,3.8338750476479038,3.8338750476479038,1.5375928868464002,3.1480233514550005,1.8174903375460003,847488250.0,847488250.0,847488250.0
0,33,Downstairs,-0.84575549897,9.024025203999999,2.28590295434,1.8844348184763078,3.8210253440875337,3.8210253440875337,1.4332140302196998,3.1144723523199995,1.7731118358978,1445007250.0,1445007250.0,1445007250.0
0,33,Downstairs,-1.0909217564,8.8989904035,2.2071773455,1.897005271527984,3.781623179586785,3.781623179586785,1.4414121132920001,3.075272994745,1.69885233669,82496500.0,82496500.0,82496500.0
0,33,Upstairs,-0.09425280545000003,9.0072721635,2.11489948737,1.6654338221195384,3.324123048542717,3.324123048542717,1.280884737695,2.70099936977,1.4733164047147,-2707504250.0,-2707504250.0,-2707504250.0
0,33,Upstairs,-0.25340656663,9.109901509499998,2.17510142384,1.68954501262364,3.6429865685699596,3.6429865685699596,1.2909324722982,2.9223443159749998,1.5109943730736,242500250.0,242500250.0,242500250.0
0,33,Upstairs,-0.32341515632000006,9.082524601,2.2191632484899997,1.7367903287474817,3.702474408478102,3.702474408478102,1.3143540255648,2.9893271300599995,1.6229870050569999,242500250.0,242500250.0,242500250.0
0,33,Upstairs,-0.6364788520800001,8.872294534,2.30653778525,1.8417622011021242,3.7407716842766923,3.7407716842766923,1.4075567032112,3.00293249974,1.6593887626200001,1565002250.0,1565002250.0,1565002250.0
0,33,Upstairs,-0.9666360860800001,8.8039203926,2.51492910975,1.7529104523120838,3.721841693151459,3.721841693151459,1.344539448832,2.912092969142,1.6588105828825002,1130012500.0,1130012500.0,1130012500.0
0,33,Upstairs,-1.4295917082300003,8.5839517628,2.6582832659799998,2.034068472225839,3.5812956983913224,3.5812956983913224,1.5676094151691,2.794129872968,1.7384221921748,1725006000.0,1725006000.0,1725006000.0
0,33,Upstairs,-2.0541527550300005,8.357445387299999,2.71984723208,2.2143521818143155,3.6321028404691273,3.6321028404691273,1.692028567976,2.7960394481919995,1.722265727336,2497497500.0,2497497500.0,2497497500.0
0,33,Downstairs,0.47909572725000005,9.0035946145,2.5156101226699996,2.181038057293911,3.9525474555126063,3.9525474555126063,1.7255005630850002,3.2568539149650007,1.8561176442771,-1279998750.0,-1279998750.0,-1279998750.0
0,33,Downstairs,0.13048292118,9.0868149292,2.58146450634,2.1701289251154066,4.128833905912654,4.128833905912654,1.6842213769907999,3.352587243764,1.916015178294,2277496250.0,2277496250.0,2277496250.0
0,33,Downstairs,-0.15173068386000002,9.192508825400001,2.62109972202,2.0969819369418943,4.2681346557185735,4.2681346557185735,1.6552427222628001,3.4225849149180005,1.9756096504022,-1597488250.0,-1597488250.0,-1597488250.0
0,33,Downstairs,-0.37707933796,9.1345542819,2.59842184073,2.1693577840653813,4.127246987394229,4.127246987394229,1.6878007962216,3.31200540448,1.9952175011575997,3880005000.0,3880005000.0,3880005000.0
0,33,Downstairs,-0.53160217868,9.2803601254,2.5393776350799997,2.361435407503469,4.148838240987372,4.148838240987372,1.8023601855859999,3.327467265918,2.0431502334804,-1467498750.0,-1467498750.0,-1467498750.0
0,33,Downstairs,-0.5520326924300001,9.189376208199999,2.42762267808,2.406258081185325,3.9943854765688656,3.9943854765688656,1.8376164511269997,3.236308978866,2.133086061632,-1467498750.0,-1467498750.0,-1467498750.0
0,33,Downstairs,-0.7163621874099999,9.156414995,2.31675305258,2.4298486963337846,3.892561766916359,3.892561766916359,1.8488750310008002,3.15785852945,2.1357447562038,-1467498750.0,-1467498750.0,-1467498750.0
0,33,Upstairs,0.40268557726,8.994060422499999,2.3064015861700002,2.0784394890961035,3.737150803250659,3.737150803250659,1.5688481802866,3.0046650585499997,1.7344879419257,-2299995250.0,-2299995250.0,-2299995250.0
0,33,Upstairs,0.31381280914000004,8.9248009505,2.39139256715,1.9934584417252468,3.7838093290204955,3.7838093290204955,1.4814361966374003,3.0550855540549997,1.8097968963089999,3065002500.0,3065002500.0,3065002500.0
0,33,Upstairs,0.23896900026,8.732141127,2.4415835424700005,2.154234679208844,3.774316426955291,3.774316426955291,1.6464589672244,3.0768501857,1.8443231105993,2280006500.0,2280006500.0,2280006500.0
0,33,Upstairs,0.15922186731,8.7272378065,2.53672166487,2.2381499728126313,3.8722867625266595,3.8722867625266595,1.7093863314976003,3.20289288189,1.9055717693474998,-1542503500.0,-1542503500.0,-1542503500.0
0,33,Upstairs,-0.04004382021999998,8.752775991,2.61156547272,2.25888989300371,4.0224371619211405,4.0224371619211405,1.7130229635222003,3.33298423855,1.8412612573688,-2715004000.0,-2715004000.0,-2715004000.0
0,33,Upstairs,-0.37878186756999993,8.80283075715,2.64949813077,2.3980686166150758,4.085074576357852,4.085074576357852,1.8317229258570997,3.375857688422,1.7709380262302,-227508500.0,-227508500.0,-227508500.0
0,33,Upstairs,-0.9623456685699999,8.832455002649999,2.72754272905,2.3601527113481278,3.9393719147362356,3.9393719147362356,1.7663827209727003,3.1752299624559996,1.6875093149219997,-280006500.0,-280006500.0,-280006500.0
0,33,Downstairs,0.66869097786,8.756044836,2.32778553043,2.1603604576747863,4.018997873436011,4.018997873436011,1.6447700441404,3.1751407826799998,1.9760175747001,2962501500.0,2962501500.0,2962501500.0
0,33,Downstairs,0.47140023809,8.854315664000001,2.28440472093,2.108991438146573,4.2148453534012305,4.2148453534012305,1.5888803137381,3.3818016373199997,1.9874702453723,2962501500.0,2962501500.0,2962501500.0
0,33,Downstairs,0.30795606589,8.8958577051,2.21875464668,2.0963927338326425,4.275637576448898,4.275637576448898,1.6361660746634001,3.417865588614,1.9508968867888001,-270004250.0,-270004250.0,-270004250.0
0,33,Downstairs,0.15486334770999996,8.69543428725,1.9912948477999999,1.941012636502182,4.176566946389504,4.176566946389504,1.5313806456838999,3.3284363886025,2.007039968414,1787498500.0,1787498500.0,1787498500.0
0,33,Downstairs,0.13416042017000004,8.91778647225,2.08166585043,2.0591265319262675,4.373886653864971,4.373886653864971,1.6110079223419,3.4992879641425003,2.0256439966302,-3232498250.0,-3232498250.0,-3232498250.0
0,33,Downstairs,-0.02764930412999998,8.891499220050001,2.22107011228,2.1190316289269795,4.336240959616927,4.336240959616927,1.6160215684195998,3.4410323891555006,2.1599310906848,-3232498250.0,-3232498250.0,-3232498250.0
0,33,Jogging,2.12960947292,9.18883135445,1.63389693005,5.890458881510811,7.802511579856197,7.802511579856197,4.7890525089756,6.620464189283,4.051219872339,-344940250.0,-344940250.0,-344940250.0
0,33,Jogging,2.34269980555,9.3345010049,1.82083620013,6.085698514827828,7.5749397135638175,7.5749397135638175,4.9328813243945,6.4584726598549995,3.7342634908440004,-5487487750.0,-5487487750.0,-5487487750.0
0,33,Jogging,2.1800728625,9.6609807703,1.78773874083,6.121881216585087,7.418186653386207,7.418186653386207,4.983813256875001,6.246121910373001,3.5688579850039996,-5189995000.0,-5189995000.0,-5189995000.0
0,33,Jogging,2.1000533107,9.96546365175,1.4269357165299998,6.401744129224745,7.671828640065641,7.671828640065641,5.297737740872,6.44298022504,3.7676319761558,337509000.0,337509000.0,337509000.0
0,33,Jogging,2.23012763365,10.26306822775,1.46990792143,6.780196802368942,7.581396888390689,7.581396888390689,5.65142275135,6.321929368532499,3.7312070919269003,337509000.0,337509000.0,337509000.0
0,33,Jogging,2.2832469960500004,10.026142250600001,1.7429958898799998,6.670930346119606,7.755532913192633,7.755532913192633,5.590688944068501,6.534572251797999,3.7517942478403996,677528500.0,677528500.0,677528500.0
0,33,Jogging,2.3529150734,9.37005008438,1.2907322515800002,6.6242184417878125,8.186854520205781,8.186854520205781,5.553185986994,6.9793903121192,3.9363077241039997,-2184982250.0,-2184982250.0,-2184982250.0
0,33,Walking,0.5103544361,9.3548633476,0.19361324658999998,3.069755661387838,5.091658560633753,5.091658560633753,2.561258725795,4.286755108924,2.3389950830279997,922500750.0,922500750.0,922500750.0
0,33,Walking,0.4696976919,9.4982175105,0.31088443699,3.170585241366991,5.044744628374395,5.044744628374395,2.7278233173240007,4.27012605908,2.5283145109973,922500750.0,922500750.0,922500750.0
0,33,Walking,0.29140733785,9.4145204876,0.15390992391000002,3.173630733230303,4.893501322639362,4.893501322639362,2.7206249625930004,4.1465786374,2.4293388415457002,922500750.0,922500750.0,922500750.0
0,33,Walking,0.25299795438,9.582867994,0.21159211058999997,3.10124469619842,4.701069063434657,4.701069063434657,2.6413668012952,3.8940001963600004,2.4657031387929,2519989000.0,2519989000.0,2519989000.0
0,33,Walking,0.21036627108,9.662410860149999,0.2166997336,3.126860918822371,4.6698733828855925,4.6698733828855925,2.6654496194956003,3.828889488241,2.334283797416,-237503250.0,-237503250.0,-237503250.0
0,33,Walking,0.12305984565,9.72703938315,0.22657448255,3.1500589072705156,4.731018086598232,4.731018086598232,2.6579761308455,3.871797673861,2.338615064013,-684997500.0,-684997500.0,-684997500.0
0,33,Walking,0.08682972186999996,9.7945282247,0.30128209165000003,3.157953015478987,4.775601338226896,4.775601338226896,2.6395382654235,3.9007327150770004,2.3737542015625,2290001000.0,2290001000.0,2290001000.0
0,33,Jogging,1.9059633482,9.675758840070001,0.63961154655,5.6746901247054655,7.910797304038948,7.910797304038948,4.530344233548,6.518167220923001,3.80168421314,412498500.0,412498500.0,412498500.0
0,33,Jogging,2.4141385281299996,9.80590126462,0.5688538322700001,6.115992528111012,8.220330797592702,8.220330797592702,5.0475633224326,6.8962837309794,3.6943865178895,2452529750.0,2452529750.0,2452529750.0
0,33,Jogging,2.71426288423,10.11957786795,0.5187990527199999,6.364447502771464,8.128857078719065,8.128857078719065,5.3554281277162,6.793270983178001,3.4269189836632,2452529750.0,2452529750.0,2452529750.0
0,33,Jogging,2.9550706336999997,10.4557280253,0.7159535955699999,6.441388973789711,7.837000364236088,7.837000364236088,5.348350989267,6.571731250399,3.4208545282717,-3446624750.0,-3446624750.0,-3446624750.0
0,33,Jogging,2.7283599685500004,10.4021319636,0.79093359999,6.577834943172426,7.740865707624943,7.740865707624943,5.507155392651501,6.557042399676001,3.2797538525117,1003833000.0,1003833000.0,1003833000.0
0,33,Jogging,2.5991709496500004,10.899274640549999,0.69695320342,6.6316773034159855,7.4767927648207335,7.4767927648207335,5.6177383088745,6.320947298828,3.2278780381643997,1003833000.0,1003833000.0,1003833000.0
0,33,Jogging,2.4835342156499998,10.2281320454,0.7760193287699999,6.73705146847317,7.789039807946874,7.789039807946874,5.6638772479415005,6.64615423233,3.3745739479637002,4062278750.0,4062278750.0,4062278750.0
0,33,Jogging,2.30136206825,10.0858675346,0.8911793641200001,6.793511143063916,7.827679743755865,7.827679743755865,5.822255336972501,6.68711405367,3.2892336202444,-2887489500.0,-2887489500.0,-2887489500.0
0,33,Jogging,2.38424187008,10.17569369255,0.73972109703,6.954092188801512,7.873805980534957,7.873805980534957,5.8850390037152,6.700111910897001,3.3575056113858,-3594986000.0,-3594986000.0,-3594986000.0
0,33,Jogging,2.49265985735,9.6229799939,0.6588843338300001,7.047602815985802,8.310391384775395,8.310391384775395,5.899234145062,7.0715299416490005,3.6475631757338,-1892486750.0,-1892486750.0,-1892486750.0
0,33,Jogging,2.35863562295,9.52968058918,0.29842183015,7.348633842093512,8.494312596997153,8.494312596997153,6.259862800213999,7.052959270118399,3.8343117556275,3520011750.0,3520011750.0,3520011750.0
0,33,Jogging,2.20962901155,9.40294321213,0.2060077672,7.529392695374856,8.425032331045818,8.425032331045818,6.3307280954105,6.9819318445356995,3.9388343036920004,4265014500.0,4265014500.0,4265014500.0
0,33,Jogging,2.19416992317,9.44550682438,0.17059485426999998,7.32866207596307,8.493738746207601,8.493738746207601,6.201925238817901,7.0111747487192,4.1305270864322,492492750.0,492492750.0,492492750.0
0,33,Jogging,2.230059531,9.594990147979999,0.43496580564000004,7.3026954525773125,8.191575327439322,8.191575327439322,6.14781226059,6.779122142782601,4.0349653674576,492492750.0,492492750.0,492492750.0
0,33,Jogging,2.34378943715,9.677120858650001,0.81933200812,7.146373298736706,7.684304496767159,7.684304496767159,5.9236853412495,6.445709668311999,3.7619216687996,-920021000.0,-920021000.0,-920021000.0
0,33,Jogging,2.3055162605999997,10.357116738350001,0.75082165407,7.0344584791905405,7.806338505692961,7.806338505692961,5.900323729976001,6.473482948747001,3.6046761129380998,2845039500.0,2845039500.0,2845039500.0
0,33,Jogging,2.3078317065,10.106093707,0.94586504737,6.957601351934137,7.792345762179608,7.792345762179608,5.829279993695,6.570961039020001,3.4570471894034007,1669998250.0,1669998250.0,1669998250.0
0,33,Jogging,2.3534598797,9.96566791625,0.7544991645500001,7.077906201623303,8.09084869381599,8.09084869381599,5.973662486691,6.8446843963125,3.4391909046310003,-842536750.0,-842536750.0,-842536750.0
0,33,Jogging,2.551159217,9.97881154015,0.63280136893,6.946864656523229,8.305765484401757,8.305765484401757,5.81618744483,6.989286864229,3.3974840374518998,4872497750.0,4872497750.0,4872497750.0
0,33,Jogging,2.3100109598,9.2815178284,0.7317531974799999,6.829866682547265,8.198049819260264,8.198049819260264,5.6484126626019995,6.925166370624001,3.4121933331484002,-657501250.0,-657501250.0,-657501250.0
0,33,Jogging,2.5228289074,9.61153887375,0.9728333442299999,6.981049778737942,7.877761836980387,7.877761836980387,5.735293459525999,6.643334830137501,3.1237858806932,-3257797250.0,-3257797250.0,-3257797250.0
0,33,Jogging,2.5575607901999997,9.980105493449999,0.9513813009800001,7.067907104037503,7.7032369328275525,7.7032369328275525,5.8358116507019995,6.4277710522705,3.1486498228729998,-4005012500.0,-4005012500.0,-4005012500.0
0,33,Jogging,2.8168241271,10.474796531049998,1.0223433030499998,7.072516169630257,7.481635045861844,7.481635045861844,5.920168603442001,6.248433989603,3.2570146633705,-4592468250.0,-4592468250.0,-4592468250.0
0,33,Jogging,3.1950611779999996,10.4882126093,0.7842596267199999,7.198696392946455,7.673875921786853,7.673875921786853,6.1273858489999995,6.3771067653980005,3.3388756815392004,-1912224000.0,-1912224000.0,-1912224000.0
0,33,Jogging,3.0764960302000004,10.328990731650002,0.74217275357,7.139764705724684,7.9059848203218035,7.9059848203218035,6.102647873102,6.495502986652999,3.4783807380016003,3079971250.0,3079971250.0,3079971250.0
0,33,Jogging,2.8417493150400004,9.86235761257,0.7505492565399998,7.0728707580147026,7.951661422900489,7.951661422900489,6.007701083260801,6.622537237167401,3.4021231426752,1177505500.0,1177505500.0,1177505500.0
0,33,Jogging,2.55292982369,9.114532436020001,0.63464009909,7.3481226002337126,8.259438764980418,8.259438764980418,6.199215428783799,6.8736576322974,3.4234131190009998,-1484993000.0,-1484993000.0,-1484993000.0
0,33,Jogging,2.79053677876,9.100435364620001,0.86502827595,7.2014207997368365,7.989950189795913,7.989950189795913,5.989885674089599,6.732095225687,3.3129275711765,835098250.0,835098250.0,835098250.0
0,33,Jogging,2.6833446709399995,9.08252461012,0.8497734901000001,7.161261715289751,7.947123011073227,7.947123011073227,6.0235878873848,6.8121461016656,3.260186872385,1585044750.0,1585044750.0,1585044750.0
0,33,Jogging,3.0854854670500003,9.28587641723,0.7452373170799999,7.203190925327613,8.0185695026791,8.0185695026791,6.019542664585999,6.7543978768409,3.4571248280872,-5080009500.0,-5080009500.0,-5080009500.0
0,33,Jogging,2.7086104519200003,9.77525547051,0.80755040178,6.928394076130474,8.005536405974453,8.005536405974453,5.7876003839648,6.7533640756829,3.437864281853,-3739982500.0,-3739982500.0,-3739982500.0
0,33,Jogging,2.5676398783,10.15131324876,0.70185650475,6.955225302449079,8.120938214181388,8.120938214181388,5.879291218700001,6.720250941512801,3.5175501256749997,2845009000.0,2845009000.0,2845009000.0
0,17,Walking,2.0860924565800003,9.8737306195,-0.03139490844000001,2.0060955688720763,3.2786781912919687,3.2786781912919687,1.6383534860386002,2.5324754973549997,1.6668043515884,-1681994600.0,-1681994600.0,-1681994600.0
0,17,Walking,2.5613744932999998,9.8594292265,-0.07470761561999996,2.07872859015054,3.6272845884535903,3.6272845884535903,1.703496207097,3.0506173485,1.8286610753940002,-785003750.0,-785003750.0,-785003750.0
0,17,Walking,2.7360554595,9.791123188,-0.12353655756999998,2.0661093143136653,3.5124791354520895,3.5124791354520895,1.6886725056650003,2.97824429012,1.8199467798346998,-110000500.0,-110000500.0,-110000500.0
0,17,Walking,2.8726675418000003,9.693873889499999,-0.057818375799999974,1.9929712613119819,3.3566707134303773,3.3566707134303773,1.609739861872,2.8346667505000003,1.7745821702019997,-110000500.0,-110000500.0,-110000500.0
0,17,Walking,2.9511888481999993,9.6861102945,-0.07171113524999997,1.9230223192484797,3.3585422328979435,3.3585422328979435,1.550707233174,2.83271905961,1.7239022198275,3060005250.0,3060005250.0,3060005250.0
0,17,Walking,2.9812898240000005,9.6590739245,-0.11570485461999996,1.899629931111548,3.3263096506720866,3.3263096506720866,1.5473191724,2.8102182355000003,1.7195225914016,4097503750.0,4097503750.0,4097503750.0
0,17,Walking,2.9451958927299997,9.6436148065,-0.12367275936999998,1.9377053257326395,3.4098787066553946,3.4098787066553946,1.5858688356883999,2.8467929565649994,1.7621679001064001,-407977400.0,-407977400.0,-407977400.0
0,17,Walking,2.8725994419999994,9.6778018925,-0.19170639316999996,2.0483090140848397,3.4782097393023355,3.4782097393023355,1.68330335536,2.8735065482,1.8122928186009,-2859977750.0,-2859977750.0,-2859977750.0
0,17,Walking,2.8575489630499997,9.726358426500001,-0.26260029732,2.2023494756417206,3.5002253383198423,3.5002253383198423,1.7972866063634998,2.9065998890900007,1.8524272132035997,1830017000.0,1830017000.0,1830017000.0
0,17,Walking,2.8293548296199997,9.745495018,-0.25361086885,2.3264059052693025,3.549176137715223,3.549176137715223,1.8755845329724,2.9346455727199996,1.865529994172,1045005750.0,1045005750.0,1045005750.0
0,17,Walking,2.82247655909,9.7333729165,-0.24387232202000003,2.314239067640305,3.544021484191784,3.544021484191784,1.8585951955009,2.907925155995,1.8849028988749998,1045005750.0,1045005750.0,1045005750.0
0,17,Walking,2.8026589484700004,9.7103545325,-0.21860657921999999,2.3117818479082755,3.5166158270105172,3.5166158270105172,1.8738247834994002,2.9171679138,1.8994664520672,1312507750.0,1312507750.0,1312507750.0
0,17,Walking,2.72284370919,9.661866094999999,-0.19579250459999997,2.243352817777347,3.474362437186566,3.474362437186566,1.8199263389938003,2.8827615578500003,1.9285390863880003,4950012250.0,4950012250.0,4950012250.0
0,17,Walking,2.6950581975,9.650969793999998,-0.23542772224999994,2.254402195971366,3.4168814263043115,3.4168814263043115,1.85383010545,2.8193138827599995,1.9588709177325,2072509750.0,2072509750.0,2072509750.0
0,17,Walking,2.6768750355300006,9.693465265999999,-0.25258936162999995,2.2166087258207288,3.355891387228312,3.355891387228312,1.8388150374699999,2.79687299028,1.9373909461135996,3110008250.0,3110008250.0,3110008250.0
